cycle,timestamp,counts,speeds,probs,selected,duration,confidence
29,11:53:55,"[5, 6, 41, 116]","[46.3, 46.0, 11.4, 2.5]","{'N': np.float64(0.16502680298530759), 'S': np.float64(0.1901413547653666), 'E': np.float64(0.8436625085310961), 'W': np.float64(0.903501598359753)}",W,45.0,0.9
30,11:53:55,"[115, 69, 81, 29]","[48.7, 44.6, 9.9, 27.1]","{'N': np.float64(0.9658430407148106), 'S': np.float64(0.9290767208670206), 'E': np.float64(0.9515803388173532), 'W': np.float64(0.23368925787942957)}",N,45.0,0.97
31,11:53:56,"[25, 56, 59, 93]","[31.3, 10.0, 35.5, 18.8]","{'N': np.float64(0.20075522364818024), 'S': np.float64(0.9285904397569457), 'E': np.float64(0.9202953414255306), 'W': np.float64(0.9212486502116709)}",S,45.0,0.93
32,11:53:56,"[61, 68, 112, 116]","[40.3, 2.8, 40.8, 5.6]","{'N': np.float64(0.8288945697819098), 'S': np.float64(0.8800665526538144), 'E': np.float64(0.8586630277319822), 'W': np.float64(0.878982881552058)}",S,45.0,0.88
33,11:53:57,"[78, 50, 15, 114]","[42.0, 44.2, 9.3, 4.8]","{'N': np.float64(0.9465674964722619), 'S': np.float64(0.9547822610655415), 'E': np.float64(0.8746759913523924), 'W': np.float64(0.9547213475072673)}",S,45.0,0.95
34,11:53:57,"[15, 19, 61, 61]","[19.9, 3.3, 2.0, 2.0]","{'N': np.float64(0.6328323427061323), 'S': np.float64(0.8029156794419072), 'E': np.float64(0.9407053103668109), 'W': np.float64(0.8975460222365954)}",E,45.0,0.94
35,11:53:58,"[99, 113, 39, 9]","[19.9, 26.5, 17.0, 17.1]","{'N': np.float64(0.8876586766777463), 'S': np.float64(0.8289020493830465), 'E': np.float64(0.5549555955843656), 'W': np.float64(0.6560243037690386)}",N,45.0,0.89
36,11:53:59,"[113, 39, 47, 80]","[32.6, 7.7, 18.9, 17.8]","{'N': np.float64(0.928119559439766), 'S': np.float64(0.8638163338013796), 'E': np.float64(0.9257309422980745), 'W': np.float64(0.9172457543521979)}",N,45.0,0.93
37,11:53:59,"[9, 7, 50, 15]","[21.1, 4.2, 46.0, 10.5]","{'N': np.float64(0.4390552243006033), 'S': np.float64(0.8629057182305324), 'E': np.float64(0.8579729004793873), 'W': np.float64(0.7548499497614999)}",S,45.0,0.86
38,11:54:00,"[43, 108, 39, 87]","[10.7, 49.7, 39.5, 9.5]","{'N': np.float64(0.9207786712460747), 'S': np.float64(0.9394469723621846), 'E': np.float64(0.30030414346956885), 'W': np.float64(0.922670799814509)}",S,45.0,0.94
39,11:54:00,"[21, 59, 35, 79]","[10.4, 24.5, 40.5, 10.1]","{'N': np.float64(0.8714605282859992), 'S': np.float64(0.9036282085833621), 'E': np.float64(0.1411079041354541), 'W': np.float64(0.9393560207975444)}",W,45.0,0.94
40,11:54:01,"[31, 112, 55, 83]","[42.4, 11.7, 11.9, 29.2]","{'N': np.float64(0.13803981785418548), 'S': np.float64(0.9200892329597817), 'E': np.float64(0.9293836575985271), 'W': np.float64(0.9555998957665882)}",W,45.0,0.96
41,11:54:02,"[39, 101, 28, 81]","[14.0, 2.7, 44.7, 39.1]","{'N': np.float64(0.777712727564944), 'S': np.float64(0.9417039856408548), 'E': np.float64(0.1286186620440214), 'W': np.float64(0.8738163854395071)}",S,45.0,0.94
42,11:54:02,"[67, 5, 11, 92]","[11.3, 30.2, 25.2, 30.6]","{'N': np.float64(0.9432102122010008), 'S': np.float64(0.12583085662556678), 'E': np.float64(0.23262858840407896), 'W': np.float64(0.8885144969927716)}",N,45.0,0.94
43,11:54:03,"[27, 104, 34, 22]","[14.2, 11.7, 39.8, 34.6]","{'N': np.float64(0.739317358058393), 'S': np.float64(0.952577290592668), 'E': np.float64(0.09497905388599036), 'W': np.float64(0.12078812889283214)}",S,45.0,0.95
44,11:54:03,"[56, 75, 106, 78]","[9.8, 12.0, 39.3, 17.8]","{'N': np.float64(0.9624201648714289), 'S': np.float64(0.9454115876198607), 'E': np.float64(0.9505685014574982), 'W': np.float64(0.9094813543334966)}",N,45.0,0.96
45,11:54:04,"[86, 103, 38, 14]","[8.0, 7.4, 20.7, 49.7]","{'N': np.float64(0.9186614361849007), 'S': np.float64(0.9038958417900669), 'E': np.float64(0.35178852008559436), 'W': np.float64(0.0900560907681031)}",N,45.0,0.92
46,11:54:04,"[24, 72, 37, 55]","[49.9, 41.8, 25.7, 24.0]","{'N': np.float64(0.14379797901799984), 'S': np.float64(0.8891162621271921), 'E': np.float64(0.4854801253590144), 'W': np.float64(0.9410230523316419)}",W,45.0,0.94
47,11:54:05,"[57, 83, 72, 36]","[12.9, 39.9, 16.5, 40.5]","{'N': np.float64(0.9489671809962641), 'S': np.float64(0.9394516104297981), 'E': np.float64(0.9626406735450844), 'W': np.float64(0.12426714877561769)}",E,45.0,0.96
48,11:54:06,"[87, 100, 35, 84]","[35.7, 32.5, 9.0, 33.1]","{'N': np.float64(0.9542925368304952), 'S': np.float64(0.9456829618254975), 'E': np.float64(0.881511557785252), 'W': np.float64(0.9262796642896513)}",N,45.0,0.95
49,11:54:06,"[101, 19, 54, 25]","[25.5, 32.1, 19.3, 12.7]","{'N': np.float64(0.9334276824073947), 'S': np.float64(0.0869537304922297), 'E': np.float64(0.960598345260591), 'W': np.float64(0.8522364221218329)}",E,45.0,0.96
50,11:54:07,"[36, 48, 72, 47]","[30.2, 22.6, 16.8, 43.5]","{'N': np.float64(0.20852316715649652), 'S': np.float64(0.8999791489201137), 'E': np.float64(0.9274864284551535), 'W': np.float64(0.9515743475847703)}",W,45.0,0.95
51,11:54:07,"[5, 110, 9, 112]","[27.2, 18.0, 5.6, 47.8]","{'N': np.float64(0.23290649412441417), 'S': np.float64(0.811840722474409), 'E': np.float64(0.8735616495905802), 'W': np.float64(0.8961271031624474)}",W,45.0,0.9
52,11:54:08,"[58, 97, 68, 55]","[38.1, 43.2, 15.1, 3.9]","{'N': np.float64(0.9192301531164306), 'S': np.float64(0.9203875699798781), 'E': np.float64(0.9608009834477178), 'W': np.float64(0.9340951388929015)}",E,45.0,0.96
53,11:54:08,"[48, 115, 111, 26]","[18.5, 36.0, 44.2, 37.1]","{'N': np.float64(0.9384673063052195), 'S': np.float64(0.9313001786754145), 'E': np.float64(0.8904441828961465), 'W': np.float64(0.12800844018076651)}",N,45.0,0.94
54,11:54:09,"[82, 78, 73, 22]","[32.6, 39.7, 32.1, 34.4]","{'N': np.float64(0.9419864296111854), 'S': np.float64(0.946094060408425), 'E': np.float64(0.9444783398402082), 'W': np.float64(0.12925173989698252)}",S,45.0,0.95
55,11:54:10,"[103, 46, 26, 33]","[43.2, 42.6, 34.9, 21.6]","{'N': np.float64(0.942316730540875), 'S': np.float64(0.9467991655615395), 'E': np.float64(0.11525611080202731), 'W': np.float64(0.5191429076372155)}",S,45.0,0.95
56,11:54:10,"[33, 83, 76, 98]","[46.2, 13.2, 49.8, 34.9]","{'N': np.float64(0.13620681166602913), 'S': np.float64(0.9568487275869109), 'E': np.float64(0.9322026525614739), 'W': np.float64(0.9247276153838464)}",S,45.0,0.96
57,11:54:11,"[61, 55, 49, 47]","[16.1, 14.0, 3.4, 2.0]","{'N': np.float64(0.9147039352594205), 'S': np.float64(0.9512421379158827), 'E': np.float64(0.9505783759023798), 'W': np.float64(0.9609396735705815)}",W,45.0,0.96
58,11:54:11,"[108, 117, 112, 27]","[11.1, 40.5, 11.2, 49.0]","{'N': np.float64(0.8927268717361738), 'S': np.float64(0.9179364294327069), 'E': np.float64(0.8801736179573082), 'W': np.float64(0.1590182496510264)}",S,45.0,0.92
59,11:54:12,"[40, 74, 49, 89]","[18.0, 48.9, 32.2, 16.9]","{'N': np.float64(0.8147195657107665), 'S': np.float64(0.9172987354730043), 'E': np.float64(0.93765409561328), 'W': np.float64(0.9351049381196994)}",E,45.0,0.94
60,11:54:13,"[87, 35, 27, 108]","[4.9, 5.0, 49.7, 22.9]","{'N': np.float64(0.9157859760220538), 'S': np.float64(0.7733740502579957), 'E': np.float64(0.14424600238523896), 'W': np.float64(0.8961726647884819)}",N,45.0,0.92
61,11:54:13,"[9, 43, 36, 46]","[42.8, 47.1, 48.2, 23.5]","{'N': np.float64(0.06824350217895098), 'S': np.float64(0.8931822350644438), 'E': np.float64(0.18849863636274214), 'W': np.float64(0.9015369204821831)}",W,45.0,0.9
62,11:54:14,"[77, 73, 80, 74]","[14.6, 40.8, 41.8, 38.1]","{'N': np.float64(0.9802805822070437), 'S': np.float64(0.9276572260732953), 'E': np.float64(0.9700135999781146), 'W': np.float64(0.9479431293960429)}",N,45.0,0.98
63,11:54:14,"[108, 92, 59, 41]","[20.2, 9.5, 9.9, 28.7]","{'N': np.float64(0.9508499285532385), 'S': np.float64(0.9545335306654493), 'E': np.float64(0.9577920563309021), 'W': np.float64(0.9139325721067028)}",E,45.0,0.96
64,11:54:15,"[22, 100, 6, 73]","[31.6, 9.7, 2.3, 10.8]","{'N': np.float64(0.28971482171596674), 'S': np.float64(0.890091759687855), 'E': np.float64(0.8231318843744), 'W': np.float64(0.861555133684642)}",S,45.0,0.89
65,11:54:15,"[55, 22, 100, 98]","[46.7, 21.3, 30.5, 18.2]","{'N': np.float64(0.9537916254830798), 'S': np.float64(0.4336297935128372), 'E': np.float64(0.9584461186901966), 'W': np.float64(0.9146231018099926)}",E,45.0,0.96
66,11:54:16,"[25, 22, 112, 116]","[8.5, 41.5, 28.9, 30.7]","{'N': np.float64(0.9137252385865209), 'S': np.float64(0.12427719356351621), 'E': np.float64(0.9400223670107097), 'W': np.float64(0.9101994430050091)}",E,45.0,0.94
67,11:54:17,"[93, 107, 79, 70]","[12.8, 24.1, 49.5, 15.3]","{'N': np.float64(0.9398843180030957), 'S': np.float64(0.9254326467500059), 'E': np.float64(0.9181066405720503), 'W': np.float64(0.9429155388798466)}",W,45.0,0.94
68,11:54:17,"[114, 31, 98, 118]","[10.1, 12.4, 8.8, 4.3]","{'N': np.float64(0.7627452277472705), 'S': np.float64(0.6618722708100679), 'E': np.float64(0.8439182714758363), 'W': np.float64(0.8390260995966347)}",E,45.0,0.84
69,11:54:18,"[79, 35, 5, 114]","[26.1, 19.8, 6.9, 42.2]","{'N': np.float64(0.8772154125715003), 'S': np.float64(0.5599984929762045), 'E': np.float64(0.8608924007809219), 'W': np.float64(0.9018098145497697)}",W,45.0,0.9
70,11:54:18,"[17, 44, 60, 5]","[30.2, 49.8, 31.7, 40.3]","{'N': np.float64(0.2317939102506572), 'S': np.float64(0.8206314772454565), 'E': np.float64(0.7942481251968753), 'W': np.float64(0.31744902397288643)}",S,45.0,0.82
71,11:54:19,"[33, 7, 57, 96]","[47.0, 23.4, 47.1, 10.3]","{'N': np.float64(0.11874547455446885), 'S': np.float64(0.45368191211069053), 'E': np.float64(0.9333845056815918), 'W': np.float64(0.9338850159344503)}",W,45.0,0.93
72,11:54:19,"[51, 26, 27, 85]","[39.4, 2.7, 27.6, 22.7]","{'N': np.float64(0.909408227451594), 'S': np.float64(0.8016682487593613), 'E': np.float64(0.15771475808806684), 'W': np.float64(0.8811014972782438)}",N,45.0,0.91
73,11:54:20,"[100, 81, 86, 9]","[23.5, 5.2, 15.3, 43.4]","{'N': np.float64(0.8801936507935177), 'S': np.float64(0.907959501034522), 'E': np.float64(0.8650521959336231), 'W': np.float64(0.20337646561427383)}",S,45.0,0.91
74,11:54:21,"[106, 24, 70, 74]","[3.4, 30.8, 28.3, 35.5]","{'N': np.float64(0.962298596912456), 'S': np.float64(0.1517110224497675), 'E': np.float64(0.9553131588338135), 'W': np.float64(0.9337389031700377)}",N,45.0,0.96
75,11:54:21,"[79, 83, 102, 52]","[48.1, 37.1, 33.7, 8.6]","{'N': np.float64(0.9459952550777897), 'S': np.float64(0.9133103934303554), 'E': np.float64(0.9119921666093334), 'W': np.float64(0.9565479607771533)}",W,45.0,0.96
76,11:54:22,"[101, 51, 76, 92]","[33.4, 41.9, 24.0, 34.7]","{'N': np.float64(0.9616806801213511), 'S': np.float64(0.9458174181621234), 'E': np.float64(0.9604705150003611), 'W': np.float64(0.9608141946711675)}",N,45.0,0.96
77,11:54:22,"[106, 51, 42, 43]","[28.6, 43.5, 23.6, 23.6]","{'N': np.float64(0.9454376564789353), 'S': np.float64(0.9222115134413124), 'E': np.float64(0.9081947325040136), 'W': np.float64(0.936326131053858)}",N,45.0,0.95
78,11:54:23,"[24, 110, 82, 93]","[29.1, 30.5, 26.0, 30.5]","{'N': np.float64(0.1101157238928678), 'S': np.float64(0.9227623700843517), 'E': np.float64(0.9178026775095833), 'W': np.float64(0.9411377886110944)}",W,45.0,0.94
79,11:54:23,"[27, 52, 68, 90]","[21.6, 20.0, 11.8, 6.4]","{'N': np.float64(0.5279935386053001), 'S': np.float64(0.8996212026745973), 'E': np.float64(0.9628611403984748), 'W': np.float64(0.9777917310556343)}",W,45.0,0.98
80,11:54:24,"[53, 69, 57, 54]","[42.9, 2.5, 41.3, 13.4]","{'N': np.float64(0.8958795502203708), 'S': np.float64(0.9210401567543767), 'E': np.float64(0.907001894679251), 'W': np.float64(0.9005727726821201)}",S,45.0,0.92
81,11:54:25,"[18, 37, 88, 39]","[20.0, 24.7, 28.8, 32.8]","{'N': np.float64(0.4648702166305682), 'S': np.float64(0.31868143225343337), 'E': np.float64(0.9643536981839858), 'W': np.float64(0.21382572709252515)}",E,45.0,0.96
82,11:54:25,"[51, 15, 99, 98]","[34.2, 42.1, 45.7, 45.0]","{'N': np.float64(0.9348955009993243), 'S': np.float64(0.10799992408315195), 'E': np.float64(0.9727133634596572), 'W': np.float64(0.9472648832447172)}",E,45.0,0.97
83,11:54:26,"[21, 72, 66, 72]","[12.2, 43.0, 25.2, 42.9]","{'N': np.float64(0.9037015889716021), 'S': np.float64(0.9322936025849746), 'E': np.float64(0.9419724212870805), 'W': np.float64(0.9425999300684232)}",W,45.0,0.94
84,11:54:26,"[111, 54, 14, 110]","[11.9, 5.2, 11.7, 45.9]","{'N': np.float64(0.9336995107913757), 'S': np.float64(0.9364342771296696), 'E': np.float64(0.8797151360484611), 'W': np.float64(0.8929911226115792)}",S,45.0,0.94
85,11:54:27,"[6, 16, 77, 92]","[2.1, 28.1, 8.4, 49.6]","{'N': np.float64(0.8657530122892585), 'S': np.float64(0.1784829156293996), 'E': np.float64(0.9405510882580304), 'W': np.float64(0.9281294184203149)}",E,45.0,0.94
86,11:54:28,"[70, 75, 109, 14]","[14.1, 22.9, 23.7, 4.5]","{'N': np.float64(0.9317989497477205), 'S': np.float64(0.9101048340323914), 'E': np.float64(0.8643875821657235), 'W': np.float64(0.823888609884809)}",N,45.0,0.93
87,11:54:28,"[81, 63, 79, 116]","[46.4, 22.8, 26.5, 17.5]","{'N': np.float64(0.9284441370246764), 'S': np.float64(0.958561028938113), 'E': np.float64(0.9455124464088673), 'W': np.float64(0.9361341003160774)}",S,45.0,0.96
88,11:54:29,"[71, 83, 106, 27]","[16.3, 47.1, 20.1, 16.5]","{'N': np.float64(0.9371702305564547), 'S': np.float64(0.9150502968024159), 'E': np.float64(0.9114066040710681), 'W': np.float64(0.684959259484249)}",N,45.0,0.94
89,11:54:29,"[68, 118, 86, 71]","[34.8, 22.4, 23.0, 23.8]","{'N': np.float64(0.9047989603691707), 'S': np.float64(0.930655354097899), 'E': np.float64(0.8848798356950844), 'W': np.float64(0.9262883835728278)}",S,45.0,0.93
90,11:54:30,"[110, 75, 54, 55]","[12.0, 6.5, 34.0, 15.3]","{'N': np.float64(0.9284379411466608), 'S': np.float64(0.9253645580804605), 'E': np.float64(0.8957028181259535), 'W': np.float64(0.9388156885985449)}",W,45.0,0.94
91,11:54:30,"[5, 38, 36, 119]","[48.8, 22.0, 30.7, 33.5]","{'N': np.float64(0.10058512117635629), 'S': np.float64(0.5113398819004863), 'E': np.float64(0.19397185808767883), 'W': np.float64(0.8883846607777053)}",W,45.0,0.89
92,11:54:31,"[52, 35, 15, 67]","[40.5, 36.0, 23.3, 37.7]","{'N': np.float64(0.9602847230445715), 'S': np.float64(0.20312322168250196), 'E': np.float64(0.4578784747479633), 'W': np.float64(0.9455170280210334)}",N,45.0,0.96
93,11:54:32,"[89, 40, 87, 113]","[26.7, 13.8, 15.1, 8.0]","{'N': np.float64(0.8996667072214207), 'S': np.float64(0.8562671760734183), 'E': np.float64(0.94069276393623), 'W': np.float64(0.9600426718075286)}",W,45.0,0.96
94,11:54:32,"[42, 21, 71, 38]","[42.0, 23.7, 29.7, 42.5]","{'N': np.float64(0.9478325965482118), 'S': np.float64(0.38221121674948594), 'E': np.float64(0.972305165509551), 'W': np.float64(0.19298325829351737)}",E,45.0,0.97
95,11:54:33,"[116, 64, 46, 68]","[6.1, 46.0, 6.9, 11.9]","{'N': np.float64(0.9133456343271935), 'S': np.float64(0.9156274851648781), 'E': np.float64(0.8950855431482656), 'W': np.float64(0.9065993858779495)}",S,45.0,0.92
96,11:54:33,"[55, 55, 11, 57]","[15.7, 4.6, 22.7, 10.8]","{'N': np.float64(0.9004852361659603), 'S': np.float64(0.9159434505495196), 'E': np.float64(0.32595713777835944), 'W': np.float64(0.8748222449116511)}",S,45.0,0.92
97,11:54:34,"[72, 45, 30, 70]","[7.7, 8.0, 21.6, 26.2]","{'N': np.float64(0.9295874862208688), 'S': np.float64(0.9178201914672386), 'E': np.float64(0.3729178811448768), 'W': np.float64(0.9001710374748484)}",N,45.0,0.93
98,11:54:34,"[52, 33, 24, 59]","[49.9, 12.8, 14.5, 21.0]","{'N': np.float64(0.9404477078534065), 'S': np.float64(0.8615019303804684), 'E': np.float64(0.8357638241036447), 'W': np.float64(0.9572110728720806)}",W,45.0,0.96
99,11:54:35,"[22, 101, 11, 46]","[30.0, 25.0, 42.2, 25.2]","{'N': np.float64(0.13976097861254483), 'S': np.float64(0.9027280728447399), 'E': np.float64(0.1325177915074593), 'W': np.float64(0.941496555464582)}",W,45.0,0.94
100,11:54:36,"[43, 9, 76, 70]","[13.0, 16.1, 40.7, 14.8]","{'N': np.float64(0.9065871360018224), 'S': np.float64(0.7849129253828371), 'E': np.float64(0.9685968314375121), 'W': np.float64(0.9585505575963263)}",E,45.0,0.97
101,11:54:36,"[61, 55, 80, 117]","[13.6, 10.6, 23.7, 42.4]","{'N': np.float64(0.914941943735123), 'S': np.float64(0.94598463487004), 'E': np.float64(0.931577907439688), 'W': np.float64(0.8961284751327088)}",S,45.0,0.95
102,11:54:37,"[105, 5, 76, 77]","[25.8, 23.2, 13.2, 19.5]","{'N': np.float64(0.8733465328308392), 'S': np.float64(0.43821808059070133), 'E': np.float64(0.8574949390843112), 'W': np.float64(0.9393197969371975)}",W,45.0,0.94
103,11:54:37,"[67, 56, 70, 58]","[10.5, 35.8, 36.0, 33.5]","{'N': np.float64(0.9496570451966471), 'S': np.float64(0.9395151820184786), 'E': np.float64(0.9457566319970662), 'W': np.float64(0.9566889796929465)}",W,45.0,0.96
104,11:54:38,"[65, 108, 86, 98]","[17.0, 29.1, 25.5, 19.0]","{'N': np.float64(0.9592365037041884), 'S': np.float64(0.942430921807441), 'E': np.float64(0.9455156745379641), 'W': np.float64(0.9307623876507309)}",N,45.0,0.96
105,11:54:38,"[20, 54, 107, 60]","[35.0, 10.8, 22.3, 11.7]","{'N': np.float64(0.2117936376337614), 'S': np.float64(0.9147921160319813), 'E': np.float64(0.934129855274253), 'W': np.float64(0.9436402802466267)}",W,45.0,0.94
106,11:54:39,"[106, 17, 114, 11]","[3.2, 3.5, 22.1, 9.9]","{'N': np.float64(0.8782349603795715), 'S': np.float64(0.7168231919899439), 'E': np.float64(0.8337418069711188), 'W': np.float64(0.6390431745406759)}",N,45.0,0.88
107,11:54:39,"[88, 85, 77, 17]","[15.5, 29.9, 37.3, 22.6]","{'N': np.float64(0.951675510771427), 'S': np.float64(0.9143337032959187), 'E': np.float64(0.9345211250459945), 'W': np.float64(0.41734760324790693)}",N,45.0,0.95
108,11:54:40,"[79, 64, 118, 59]","[12.1, 26.6, 49.2, 11.9]","{'N': np.float64(0.8728708822612168), 'S': np.float64(0.8838570770123784), 'E': np.float64(0.8919181725813291), 'W': np.float64(0.840967313627658)}",E,45.0,0.89
109,11:54:41,"[29, 6, 101, 92]","[14.2, 48.1, 17.2, 37.6]","{'N': np.float64(0.8134066195388737), 'S': np.float64(0.08903595217365658), 'E': np.float64(0.9052922025090987), 'W': np.float64(0.9323468889457895)}",W,45.0,0.93
110,11:54:41,"[84, 102, 60, 116]","[6.9, 49.2, 23.0, 5.7]","{'N': np.float64(0.900887390269322), 'S': np.float64(0.8774271413584328), 'E': np.float64(0.8746938478789504), 'W': np.float64(0.9075087919018273)}",W,45.0,0.91
111,11:54:42,"[48, 39, 18, 36]","[29.6, 16.2, 15.1, 42.7]","{'N': np.float64(0.9264283331280457), 'S': np.float64(0.8534134557031817), 'E': np.float64(0.9170321105304872), 'W': np.float64(0.11926239461448764)}",N,45.0,0.93
112,11:54:42,"[43, 6, 72, 25]","[24.2, 11.3, 33.8, 34.6]","{'N': np.float64(0.9060966642666787), 'S': np.float64(0.8103070746581089), 'E': np.float64(0.8973367052418014), 'W': np.float64(0.12010938095074146)}",N,45.0,0.91
113,11:54:43,"[46, 117, 30, 48]","[42.3, 5.8, 2.3, 7.1]","{'N': np.float64(0.8598710250996056), 'S': np.float64(0.9414116576959536), 'E': np.float64(0.8524976701483815), 'W': np.float64(0.9196758282732472)}",S,45.0,0.94
114,11:54:44,"[110, 61, 43, 83]","[20.2, 3.6, 20.7, 44.3]","{'N': np.float64(0.9359762246585329), 'S': np.float64(0.9539762508035807), 'E': np.float64(0.8150127651098871), 'W': np.float64(0.9106824091946766)}",S,45.0,0.95
115,11:54:44,"[27, 31, 93, 32]","[48.5, 9.7, 7.1, 40.6]","{'N': np.float64(0.10566513074976078), 'S': np.float64(0.8031148822823005), 'E': np.float64(0.9348342296625678), 'W': np.float64(0.12599388804732756)}",E,45.0,0.93
116,11:54:45,"[79, 116, 111, 65]","[30.6, 16.7, 22.4, 5.9]","{'N': np.float64(0.8870489118383339), 'S': np.float64(0.9189786778216901), 'E': np.float64(0.9130109916355084), 'W': np.float64(0.945906078322271)}",W,45.0,0.95
117,11:54:45,"[117, 48, 47, 100]","[43.2, 15.6, 43.5, 14.6]","{'N': np.float64(0.9035034516990891), 'S': np.float64(0.9560637517427445), 'E': np.float64(0.9081487868674568), 'W': np.float64(0.9271191980914794)}",S,45.0,0.96
118,11:54:46,"[39, 117, 37, 39]","[27.7, 39.8, 25.0, 4.7]","{'N': np.float64(0.2933985921315731), 'S': np.float64(0.8812057881660481), 'E': np.float64(0.31157737109474054), 'W': np.float64(0.8070744999089018)}",S,45.0,0.88
119,11:54:46,"[8, 24, 6, 29]","[2.8, 38.4, 19.5, 47.2]","{'N': np.float64(0.7051271529849491), 'S': np.float64(0.20272779997784873), 'E': np.float64(0.6517257480574901), 'W': np.float64(0.19466766396682852)}",N,37.5,0.71
120,11:54:47,"[65, 21, 68, 43]","[43.8, 3.1, 38.3, 10.6]","{'N': np.float64(0.9337454086443664), 'S': np.float64(0.8823178447233004), 'E': np.float64(0.9430759621470685), 'W': np.float64(0.9388699720483595)}",E,45.0,0.94
121,11:54:48,"[5, 14, 108, 116]","[42.8, 32.0, 20.5, 8.9]","{'N': np.float64(0.11936676553383585), 'S': np.float64(0.2106935206697858), 'E': np.float64(0.9339665381859201), 'W': np.float64(0.9410531365571219)}",W,45.0,0.94
